epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
166,4892.87,0.7161,0.30788,0.00361,0.96798,0.95462,0.98167,0.80867,0.74159,0.2914,0.00459,7.64153e-05,7.64153e-05,7.64153e-05
167,4922.22,0.70389,0.31682,0.00371,0.96941,0.95644,0.98205,0.80897,0.74047,0.29135,0.00459,7.43511e-05,7.43511e-05,7.43511e-05
168,4951.45,0.70306,0.30976,0.00358,0.97008,0.95321,0.98227,0.80973,0.73856,0.29201,0.00457,7.2287e-05,7.2287e-05,7.2287e-05
169,4981.01,0.71,0.30719,0.00355,0.96675,0.95425,0.98192,0.80958,0.73857,0.29144,0.00457,7.02228e-05,7.02228e-05,7.02228e-05
170,5010.57,0.7136,0.30994,0.0036,0.96925,0.95243,0.98141,0.80953,0.73967,0.29137,0.00458,6.81587e-05,6.81587e-05,6.81587e-05
171,5040.16,0.70842,0.3069,0.00364,0.96838,0.95561,0.98131,0.80892,0.73995,0.2914,0.00459,6.60945e-05,6.60945e-05,6.60945e-05
172,5069.47,0.70992,0.30907,0.00365,0.96809,0.95402,0.98116,0.80886,0.74207,0.294,0.0046,6.40304e-05,6.40304e-05,6.40304e-05
173,5098.82,0.71039,0.30883,0.00363,0.96726,0.95568,0.98185,0.80941,0.74116,0.29205,0.00459,6.19662e-05,6.19662e-05,6.19662e-05
174,5128.16,0.70566,0.30533,0.00366,0.97041,0.9543,0.98296,0.81151,0.7405,0.29193,0.00459,5.99021e-05,5.99021e-05,5.99021e-05
175,5157.63,0.70738,0.30754,0.00364,0.96482,0.95779,0.98224,0.81061,0.74036,0.29411,0.00459,5.78379e-05,5.78379e-05,5.78379e-05
176,5186.97,0.69968,0.30097,0.00353,0.96637,0.95816,0.982,0.81009,0.73909,0.29362,0.00458,5.57738e-05,5.57738e-05,5.57738e-05
177,5216.4,0.70177,0.30806,0.00363,0.96458,0.95862,0.98196,0.8098,0.7379,0.29322,0.00457,5.37096e-05,5.37096e-05,5.37096e-05
